,id,module_id,title,description,duration
277,13408,852,Part VI: SQL and Object Relational Mapping,"In this part of the book we're going to cover something that doesn't quite fit into the rest of the book's structure, but is a very necessary topic for junior developers to understand.",0.0
278,13409,853,Exercise 46: blog,"You should have your process theme written up as described in the beginning of this section, and you should have your process listed out and ready to go.",1099.047
279,13410,853,Exercise 47: bc,You should be warmed up and ready to work on this new project.,0.0
280,13411,853,Exercise 48: ed,If your process is working then you should be able to focus on one long project for a few weeks at a time.,3253.627
281,13412,853,Exercise 49: sed,"You implemented a ""baby version"" of `sed` in exercise 9 when you were learning how to make quick and dirty hacks.",588.835
282,13413,853,Exercise 50: vi,I am going to prison for this exercise.,0.0
283,13414,853,Exercise 51: lessweb,"We are nearing the end of the book, so I'm going to give you one project in the final two exercises.",0.0
284,13415,853,Exercise 52: moreweb,Now that you've created a web server using the Python `http.,0.0
285,13416,853,Part VII: Final Projects,The final part of the book is where you step up to more advanced projects and try to nail down your personal process.,0.0
286,30798,2028,01: Learn JavaScript the Hard Way Support,Introduction to the JavaScript Free Support course.,0.0
287,30799,2029,01: Learn Python the Hard Way Support,Introduction to the Python Free Support course.,2084.872
288,47601,2029,"13: Parameters, Unpacking, Variables",We're now going to take a quick detour into the world of the `Terminal` (aka `PowerShell`) version of `python`.,0.0
289,49919,2029,0: Gearing Up,This exercise has no code.,6508.39
290,49920,2029,"13: Parameters, Unpacking, Variables",We're now going to take a quick detour into the world of the `Terminal` (aka `PowerShell`) version of `python`.,1917.634
291,37180,2523,00: Planning Notes for LUnixTHW,Planning Notes for the course,0.0
292,41086,2523,01: Gearing UP,Gearing UP,2096.865
293,41087,2523,02: Installing Alpine Linux,Installing Alpine Linux,0.0
294,41088,2523,03: Bash Shell Basics,Bash Shell Basics,0.0
295,41089,2523,04: Vim Basics,Vim Basics,0.0
296,41090,2523,05: Other Editors,Other Editors,0.0
297,41091,2523,06: File System Layout,File System Layout,0.0
298,41092,2523,07: Package Management,Package Management,0.0
299,41093,2523,08: Process Management,Process Management,0.0
300,41094,2523,09: Monitoring Processes,Monitoring Processes,0.0
301,41095,2523,10: Basic Networking Configuration,Basic Networking Configuration,0.0
302,41096,2523,11: Configuring Software,Configuring Software,0.0
303,41097,2523,12: Advanced Shell Usage,Advanced Shell Usage,0.0
304,41098,2810,13: A Webserver,A Webserver,0.0
305,41099,2810,14: An Application Server,An Application Server,0.0
306,41100,2810,15: Email Server,Email Server,0.0
307,41101,2810,16: Chat Server,Chat Server,0.0
308,41102,2810,17: Caching DNS Server,caching DNS server,0.0
309,41103,2810,18: VPN and Secure Networks,VPN and Secure Networks,0.0
310,41104,2810,20: Various Programming Languages,Various Programming Languages,0.0
311,41105,2811,01: Planning Notes for LUnixTHW,Planning Notes for the course,0.0
312,41106,2811,21: The Security Mindset,The Security Mindset,0.0
313,41107,2811,22: Simple Security,Simple Security,0.0
314,41108,2811,23: Simple firewall management,Simple firewall management,0.0
315,41109,2811,24: Monitoring,Monitoring,0.0
316,41110,2811,25: Backup Procedures,Backup Procedures,0.0
317,63777,4447,00: Introduction,Introduction,0.0
318,63778,4447,01: Gearing Up,Gearing Up,0.0
319,63779,4447,02: A Simple First Program,A Simple First Program,0.0
320,63780,4447,03: Building with Meson,Building with Meson,0.0
321,63781,4447,04: The Names of Funny Characters,The Names of Funny Characters,0.0
322,63782,4447,05: Printing to the Screen,Printing to the Screen,0.0
323,63783,4447,06: Variables and Simple Types,Variables and Simple Types,0.0
324,63784,4447,07: Comments and Debug Printing,Comments and Debug Printing,0.0
325,63785,4447,08: Strings,Strings,0.0
326,63786,4447,09: Using the `fmt` Library,Using the `fmt` Library,0.0
327,63787,4447,10: Math Expressions,Math Expressions,0.0
328,63788,4447,11: Boolean Tests,Boolean Tests,0.0
329,63789,4447,12: if-statements,if-statements,0.0
330,63790,4447,13: switch-statements,switch-statements,0.0
331,63791,4447,14: while-loops,while-loops,0.0
332,63792,4447,15: Basic Functions,Basic Functions,0.0
333,63793,4447,16: Basic Containers,Basic Containers,0.0
334,63794,4447,17: Classic for-loops,Classic for-loops,0.0
335,63795,4447,18: Range for-loops,Range for-loops,0.0
336,63796,4447,19: Input From a User,Input From a User,0.0
337,63797,4447,20: Input From a File,Input From a File,0.0
338,63798,4447,21: Writing to a File,Writing to a File,0.0
339,63799,4447,22: Basic Functions,Basic Functions,0.0
340,63800,4447,23: A Simple Adventure Game,A Simple Adventure Game,0.0
341,63801,4447,24: Adding a Save Feature to the Game,Adding a Save Feature to the Game,0.0
342,63802,4448,25: Using git,Using git,0.0
343,63803,4448,26: Auto keyword,Auto keyword,0.0
344,63804,4448,27: References for Function Parameters,References for Function Parameters,0.0
345,63805,4448,28: Pointers and `new`,Pointers and `new`,0.0
346,63806,4448,29: Using a Debugger,Using a Debugger,0.0
347,63807,4448,30: Memory Management,Memory Management,0.0
348,63808,4448,31: Using Valgrind or other memory sanitizer,Using Valgrind or other memory sanitizer,0.0
349,63809,4448,32: Advanced Containers,Advanced Containers,0.0
350,63810,4448,33: Iterators,Iterators,0.0
351,63811,4448,34: Basic struct,Basic struct,0.0
352,63812,4448,35: Using a Linter,Using a Linter,0.0
353,63813,4448,36: DIY Data Structures,DIY Data Structures,0.0
354,63814,4448,37: Defensive Programming Tactics,Defensive Programming Tactics,0.0
355,63815,4448,38: DIY Hashmaps,DIY Hashmaps,0.0
356,63816,4448,39: DIY Algorithms,DIY Algorithms,0.0
357,63817,4448,40: Why You Shouldn't DIY,Why You Shouldn't DIY,0.0
358,63818,4448,41: Useful Utilities,Useful Utilities,0.0
359,63819,4448,42: Advanced Functions,Advanced Functions,0.0
360,63820,4448,43: Lambdas,Lambdas,0.0
361,63821,4448,44: Advanced Memory Management,Advanced Memory Management,0.0
362,63822,4448,45: Exception Alternatives,Exception Alternatives,0.0
363,63823,4449,46: Review Namespaces and Structs,Review Namespaces and Structs,0.0
364,63824,4449,47: Implement a Basic Object System,Implement a Basic Object System,0.0
365,63825,4449,48: Introducing classes,Introducing classes,0.0
366,63826,4449,49: Structs with Functions,Structs with Functions,0.0
367,63827,4449,50: The Constructor Problem,The Constructor Problem,0.0
368,63828,4449,51: Advanced Conversions,Advanced Conversions,0.0
369,63829,4449,52: Simple Templates,Simple Templates,0.0
370,63830,4449,53: Templates for Algorithms,Templates for Algorithms,0.0
371,63831,4449,54: Advanced Templates,Advanced Templates,0.0
372,63832,4449,55: Performance Measurement,Performance Measurement,0.0
373,63833,4449,56: Runtime Type Inference,Runtime Type Inference,0.0
374,63834,4449,57: Introductory SFML,Introductory SFML,0.0
375,63835,4449,58: SFML Input,SFML Input,0.0
376,63836,4449,59: Adding Graphics,Adding Graphics,0.0
377,63837,4449,60: Implementing Physics,Implementing Physics,0.0
378,63838,4449,61: Hot Lava,Hot Lava,0.0
379,63839,4449,62: Creating Walls,Creating Walls,0.0
380,63840,4449,63: Adding Sound,Adding Sound,0.0
381,63841,4449,64: Game Mechanics,Game Mechanics,0.0
382,63842,4449,65: Packaging and Distributing Your Game,Packaging and Distributing Your Game,0.0
383,63843,4449,"66: Making a ""Starter Kit""","Making a ""Starter Kit""",0.0
384,63844,4449,67: Automating the Starter Kit,Automating the Starter Kit,0.0
385,63845,4450,68: The 100 Terrible Games Theory,The 100 Terrible Games Theory,0.0
386,63846,4450,69: Learning to Draw,Learning to Draw,0.0
387,63847,4450,70: More to Come,More to Come,0.0
388,79052,5655,00: Introduction,Introduction and explanation of the course.,0.0
389,79053,5655,01: Gearing Up,Gearing Up,0.0
390,79054,5655,02: Basic Matching,Basic matching,0.0
391,79055,5655,03: Anchoring,Anchoring,0.0
392,79056,5655,04: Basic Repetition,Basic Repetition,0.0
393,79057,5655,05: Character Sets,Character Set,0.0
394,79058,5655,06: Advanced Repetition,Advanced Repetition,0.0
395,79059,5655,07: Introducing `sed`,Introducing sed,0.0
396,79060,5655,08: Capturing,Capturing,0.0
397,79061,5655,09: Advanced `sed` Tricks,Advanced sed Tricks,0.0
398,79062,5655,10: Common Idioms,Common Idioms,0.0
399,79063,5655,11: Real World Examples,Real World Examles,0.0
400,79064,5655,12: Additional Resources,Introduction,0.0
